path,bytes,reason
bench/results/2026-06-13-10-38/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-10-38/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-10-53/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-10-53/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-14-12/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-14-12/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-14-13/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-14-13/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-14-43/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-14-43/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-15-48/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-15-48/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-16-04/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-16-04/summary.md,266,old generated output or OS metadata
bench/results/2026-06-13-16-28/results.json,321,old generated output or OS metadata
bench/results/2026-06-13-16-28/summary.md,266,old generated output or OS metadata
bench/results/2026-06-14-15-50/results.json,321,old generated output or OS metadata
bench/results/2026-06-14-15-50/summary.md,266,old generated output or OS metadata
bench/results/2026-07-16-22-23/results.json,321,old generated output or OS metadata
bench/results/2026-07-16-22-23/summary.md,266,old generated output or OS metadata
bench/results/2026-07-16-22-24/results.json,321,old generated output or OS metadata
bench/results/2026-07-16-22-24/summary.md,266,old generated output or OS metadata
bench/results/2026-07-16-22-28/results.json,321,old generated output or OS metadata
bench/results/2026-07-16-22-28/summary.md,266,old generated output or OS metadata
bench/results/2026-07-16-22-30/results.json,321,old generated output or OS metadata
bench/results/2026-07-16-22-30/summary.md,266,old generated output or OS metadata
bench/results/2026-07-19-16-08/results.json,321,old generated output or OS metadata
bench/results/2026-07-19-16-08/summary.md,266,old generated output or OS metadata
bench/results/2026-07-19-16-09/results.json,321,old generated output or OS metadata
bench/results/2026-07-19-16-09/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-22-30/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-22-30/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-22-32/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-22-32/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-22-33/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-22-33/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-22-35/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-22-35/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-22-37/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-22-37/summary.md,266,old generated output or OS metadata
bench/results/2026-07-22-23-08/results.json,321,old generated output or OS metadata
bench/results/2026-07-22-23-08/summary.md,266,old generated output or OS metadata
bench/results/2026-07-23-22-21/results.json,321,old generated output or OS metadata
bench/results/2026-07-23-22-21/summary.md,266,old generated output or OS metadata
bench/results/2026-07-24-23-33/results.json,321,old generated output or OS metadata
bench/results/2026-07-24-23-33/summary.md,266,old generated output or OS metadata
bench/results/2026-07-24-23-35/results.json,321,old generated output or OS metadata
bench/results/2026-07-24-23-35/summary.md,266,old generated output or OS metadata
bench/scenarios/.DS_Store,6148,old generated output or OS metadata
config/.DS_Store,6148,old generated output or OS metadata
data/.DS_Store,6148,old generated output or OS metadata
data/uploads/.DS_Store,10244,old generated output or OS metadata
data/uploads/4be29159-dc96-4dcb-8db7-e82792289b3f/.DS_Store,6148,old generated output or OS metadata
data/uploads/e26cfc87-6a19-4e14-b40f-6d2c3fd1e38d/.DS_Store,6148,old generated output or OS metadata
data/uploads/e26cfc87-6a19-4e14-b40f-6d2c3fd1e38d/998a0c97/.DS_Store,6148,old generated output or OS metadata
docs/.DS_Store,6148,old generated output or OS metadata
extension/.DS_Store,6148,old generated output or OS metadata
frontend/.DS_Store,6148,old generated output or OS metadata
frontend/public/models/ely-avatar.LICENSE.md,744,unused avatar
frontend/public/models/ely-avatar.glb,18081748,unused avatar
frontend/src/.DS_Store,6148,old generated output or OS metadata
frontend/src/app/.DS_Store,6148,old generated output or OS metadata
frontend/src/components/avatar/RiggedPortrait.tsx,4487,unused avatar
logs/backend.log,277909,old generated output or OS metadata
logs/frontend.log,14644,old generated output or OS metadata
scripts/.DS_Store,6148,old generated output or OS metadata
scripts/prepare_avatar.py,6184,unused avatar
scripts/screenshots/.DS_Store,8196,old generated output or OS metadata
test-runner/.DS_Store,6148,old generated output or OS metadata
test-runner/cleanup-gemma4-v2.log,1614,old generated output or OS metadata
test-runner/cleanup-gemma4.log,1402,old generated output or OS metadata
test-runner/cleanup.log,1907,old generated output or OS metadata
test-runner/hitl-gemma4-v2.log,4163,old generated output or OS metadata
test-runner/hitl-gemma4-v3-optim.log,3811,old generated output or OS metadata
test-runner/hitl-gemma4.log,4659,old generated output or OS metadata
test-runner/hitl-qwen-api.log,7157,old generated output or OS metadata
test-runner/hitl-qwen-compact-final.log,4283,old generated output or OS metadata
test-runner/hitl-qwen-compact-v3.log,3346,old generated output or OS metadata
test-runner/hitl-qwen-compact.log,4076,old generated output or OS metadata
test-runner/hitl-suite.log,5788,old generated output or OS metadata
test-runner/run-gemma4.log,6920,old generated output or OS metadata
test-runner/run.log,8107,old generated output or OS metadata
test-runner/smoke-compact-v1.log,494,old generated output or OS metadata
test-runner/smoke-gemma4-optim.log,558,old generated output or OS metadata
test-runner/smoke-gemma4.log,510,old generated output or OS metadata
test-runner/smoke-qwen-api-v2.log,534,old generated output or OS metadata
test-runner/smoke-qwen-api.log,573,old generated output or OS metadata
test-runner/smoke-qwen25vl-fixed.log,1603,old generated output or OS metadata
test-runner/smoke-qwen25vl-v3.log,732,old generated output or OS metadata
test-runner/smoke-qwen25vl-v4-clean.log,1603,old generated output or OS metadata
test-runner/smoke-qwen25vl-v6.log,732,old generated output or OS metadata
test-runner/smoke-qwen25vl.log,732,old generated output or OS metadata
test-runner/smoke-qwen35.log,628,old generated output or OS metadata
frontend/src/lib/speechActivity.ts,1953,unused audio envelope for removed portrait
frontend/src/lib/__tests__/speech-activity.test.ts,1843,unused audio envelope for removed portrait
